count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,3,0,1,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao
3,0,3,0,1,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.
6,0,6,0,1,' Niggahs stay thinkin I want they girl &1041204;&1041204;&1041204;&1041204;&995; Not nevva niggah .
3,0,3,0,1,Not sure why someone would put my pictures on a escort website I ain't selling pussy
3,0,3,0,1,Let him fuck his side hoes in peace smh RT @USER: wish my boyfriend would respond to my texts :(
3,0,3,0,1,Bitches with trash pussy always want unprotected sex
3,2,1,0,0,slow replies make me feel like a retard and I just want to put my foot through a wall.. hjhdyhdhlgjdftilh
3,0,1,2,2,I said middle school days as in the ghetto way people.. &8212; and what I am nor here to impress you what are you go.. URL
3,2,1,0,0,Hood niggas and bitches love emojis lmfao
3,0,3,0,1,Guys so quick to talk shit to a bitch they would kiss ass to .
3,0,3,0,1,Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female.. Then all you can do is laugh..
3,0,3,0,1,Happy birthday to my bitch. @USER I had to tow is botch ass car.. Love you cuz
3,0,3,0,1,You you can't get no money silly hoe
3,0,2,1,1,All the bitches happy maybe one of his female friends can find him a bitvj
3,0,0,3,2,"@USER You remember,it used to be funny coloured paper."
6,0,6,0,1,Shoot dice let yo hoe fade me
3,0,3,0,1,RT @USER: &8220;@USER: I know bitches who sell pussy for 3.5's&8221; &128514;&128514;&128514;
3,0,3,0,1,Well guess I know a bunch of hoes then. GONE BRING YA BaldPussy HoeAss 2 ELEMENTS TONIGHT THO&8230; URL
3,0,3,0,1,The only time I screamed was when [PERSON][PERSON][PERSON] tackled that hoe ass bitch [PERSON]WalkingDead
3,2,1,0,0,RT @USER: If you claim [PERSON][PERSON][PERSON] is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot
3,0,1,2,2,I thought she was albino tho &128563;
3,0,3,0,1,"@USER yo bitch, I miss you too."
3,0,3,0,1,Gtta fly bitch and she stand out!
3,2,1,0,0,[PERSON][PERSON]'s a bitch and has two accounts
3,1,2,0,1,"@USER @USER @USER No am just letting you what's going to happen, am not like u pussy ass niggas from [LOCATION][LOCATION]"
3,0,3,0,1,Raayciss bitch &8220;@USER: [PERSON] [PERSON]: African-Americans Should Vote for Democrats URL via @USER&8221;
3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
3,0,3,0,1,RT @USER: When you find out your bae is a hoe URL
3,0,0,3,2,"on the first day of school, my backpack had no paper and no books. all it had were 4 granola bars, a brownie, and a bag of cookies."
3,0,3,0,1,ima knock da pussy out like fight night
3,2,0,1,0,Karmas a bitch and so are you. You'll be getting along just fine real soon.
3,0,0,3,2,RT @USER: Rise of the planet of the apes URL
3,0,3,0,1,"""Get me that shit bitch you is fine bear"""
3,0,3,0,1,"I have my work done a day after i get it, and everybody else be Scramblin' on Sunday. this the day of rest bitches.."
3,0,0,3,2,"RT @USER: Almost 83% of children in [LOCATION][LOCATION][LOCATION][LOCATION] have never been to school, followed by 80% in [LOCATION], 75% in [LOCATION][LOCATION] and 60% in [LOCATION]. #&8230;"
3,0,3,0,1,RT @USER: U can eat all the pineapples you want Ur pussy still trash.
3,0,3,0,1,@USER He a bitch you should do it
3,0,3,0,1,"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women..you gotta go. Remove yourself, please."
3,0,2,1,1,[PERSON]kis pokis bitch!
3,1,2,0,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha 50centmovie beforeiselfdestruct"
3,0,3,0,1,@USER sorry don't know what to tell you but to get your pussy ass off my twitter
3,0,3,0,1,"RT @USER: If your girl see that another girl likes you, her name is ""this bitch"" until further notice."
3,2,1,0,0,@USER you'd like that wouldn't you fag
3,2,1,0,0,&8220;@USER: &128514;&128169;RT @USER: Lemme find out you niggaz letting bitches shit on yo faces&8221; &128557; niggas is weirdos
3,0,0,3,2,"Not that I plan on dying soon, but I'm totally going to write [PERSON][PERSON][PERSON] in as my sole heir. He's the only thing locally (under 94) I can trust"
3,0,1,2,2,Fine chicks lap dances always trash
3,1,2,0,1,@USER Homee fag
3,0,1,2,2,@USER nah some honkey lookin dude at chr
3,0,3,0,1,"I couldn't have no ""mama [PERSON]"" at my wedding. What a grumpy ass bitch!"
3,0,2,1,1,You think she classy niggah but she really ratchet
3,0,3,0,1,My niggah my niggah..
3,0,3,0,1,I got. A lot. Of hoes.. All up on my dick
3,0,2,1,1,I take it Notre Dame is still trash. URL
3,0,1,2,2,"The KFAN mock draft continues, Cleveland is ""on the clock"". [PERSON] [PERSON] has the Vikings 8th pick. I am going with Def back, [PERSON] [PERSON]"
3,0,3,0,1,&8220;@USER: My momma aint raise no hoe&8221;
3,0,3,0,1,The power of [PERSON] compels you to pop that pussy.
3,1,2,0,1,The lies on this here Twitter &8220;@USER: You niggas wouldn't know grade a pussy even if it slapped you cross the face !&8221;
3,0,0,3,2,Cheers young lady RT @USER @USER foreverr younng *grabs flask and chugs*
3,0,3,0,1,Y&8217;all saying you wouldn&8217;t eat her pussy? More for me
3,0,1,2,2,[PERSON][PERSON] is trending. Twitter's trash today.
3,0,3,0,1,&8220;@USER If you do tax fraud you bet not dare tweet about voting bitch&8221;all of them tweeting they don't do politics
3,0,3,0,1,@USER bitch I'm talm bout at like 10 &995;&128514;
3,1,2,0,1,All these bitches know that you're my nigga &128075;
3,2,1,0,0,@USER bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
3,0,3,0,1,Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
3,0,3,0,1,These hoes be trying 2much doing 2much
3,0,0,3,2,Can't beat a score of 12 on flappy bird givingup
3,0,3,0,1,That bitch.
3,0,3,0,1,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy"
3,0,0,3,2,RT @USER: @USER you're secretly a Yankee fan! You'll admit it some day !
3,0,3,0,1,RT @USER: [PERSON]ice should have been dead his bitch ass! SonsOfAnarchy
3,0,3,0,1,"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it"
3,0,2,1,1,RT @USER: &128514;&128514;&128514;bitch bye&128530;
3,0,0,3,2,@USER @USER @USER The person actually holding the ape is NOT [PERSON]. It's her sister
3,0,3,0,1,Now UNFOLLOWING !! [PERSON]l &8220;@USER: My pussy been turned off lately.. I won't be fucking no time soon. Forever dry&8221;
3,0,0,3,2,[PERSON][PERSON] [PERSON] hates big bird. Fascist.
6,0,6,0,1,@USER @USER &lt;&lt; Where'd you go big mouth bitch? Busy Choking on that Cock I told you to find?
3,0,3,0,1,"""..Son of a bitch took my Tic Tacs."" I like this movie."
3,0,3,0,1,@USER bitch fuck you &amp; your dad.
3,0,0,3,2,I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &128530;
6,0,6,0,1,&128514;&128514;&128514;&128514;&128514; brittany bitch u my dog man &128514;&128514;&128514;&996;&65039;&996;&65039;&128553;&128553;&128553;&128553;&128553;&128553;&128569;&128569;&128584;&128584;&128584;&128584;
3,0,3,0,1,RT @USER: The best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute. Also using the word sneake&8230;
3,0,3,0,1,A bad bitch who knows her cars&gt;&gt;&gt;
3,0,3,0,1,"Im a rich niggaa, i need a rich bitch."
3,0,3,0,1,RT @USER: I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !
3,0,3,0,1,RT @USER: The go-to insult is always to call someone: 1. Fat 2. Ugly Or 3. A hoe
3,0,0,3,2,RT @USER: Congressional Hopeful [PERSON] [PERSON][PERSON][PERSON] stops in at Baker's Swampscott Rally. But still no [PERSON]. wcvb URL
3,0,3,0,1,You're such a pussy &128514;&128514;
6,0,6,0,1,These hoes cant fuck wit you
3,1,0,2,2,I hate that wee boy wae the squinty eyes in the game of thrones. Suchaprick hopehegetskilled
6,1,5,0,1,&8220;@USER: What these bitches want from ah nigga &128526;&8221;
6,1,5,0,1,[PERSON] is my bitch
3,0,3,0,1,Af RT @USER: @USER @USER nah these hoes stupid
3,0,3,0,1,RT @USER: I hate seeing women carrying on about how they could fuck somebody's man. Ok?? Trashy ass bitch.
3,1,2,0,1,@USER literally retarded. You were dropped on your head.
3,0,3,0,1,"RT @USER: When [PERSON][PERSON][PERSON] said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" URL"
3,0,3,0,1,killers don't pillow talk.. wit dey bitches
3,0,3,0,1,can't get over how many hoes i flexed on last night ://
3,0,3,0,1,RT @USER: R.I.P &128128; to the hoes&128131; dying for attention.
3,0,3,0,1,I swear a nicca sleep but im up .. Tired as fuk!
3,2,1,0,0,RT @USER: You got niggas &amp; i got bitches
3,0,3,0,1,"RT @USER: bitch you not cute , you just photogenic &128514;"
3,0,2,1,1,Experience [PERSON]. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 URL
3,0,3,0,1,Every one of then would just be adding me to their collections of hoes
3,0,3,0,1,@USER I don't fight bitchez. They bitch during it to much.
3,0,0,3,2,@USER Whats it say.. I see bird in it.. Lmao
3,0,3,0,1,"I hate when people call me ""mate"". Were not in [LOCATION] you fucking twat"
3,2,1,0,0,' Happy Birthdayy &1041191;&1041196;&1043215; lol . [PERSON][PERSON][PERSON]s is really 21 in this bitch &1043358;&1041219; . URL
3,2,1,0,0,"@USER so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
3,0,0,3,2,"RT @USER: Hi ho, hi ho, it's off to work we go! It's MilitaryMonday..support a military organization today. URL"
3,0,3,0,1,RT @USER: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&8230;
3,1,2,0,1,[PERSON][PERSON] you ball hogging bitch pass it to your fuckin teammates if you want to win
3,0,3,0,1,Only goofy niggas simp over chicks with community pussy..
3,0,3,0,1,RT @USER: I think if [PERSON][PERSON] saw [PERSON][PERSON] [PERSON][PERSON] today he would change his mind about not fuxing one of those ugly as Xscape bitches
3,1,2,0,1,RT @USER: U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie
3,0,3,0,1,"RT @USER: Trust no man, fear no bitch. wisewords"
3,0,3,0,1,"Lmaoo &8220;@USER: Bad bitch: Can I hit that? ""You matching or..?"" Bad bitch: *bats eyelashes* ""..are you matching or?""&8221;"
6,1,5,0,1,&8220;@USER: Happy Hour time best time of da day!!&8221; Niggas don't know bout them happy hour hoes
3,0,3,0,1,&8220;@USER: Remember this bro? &128514; @USER URL don't show people this &128514;&128514;&128557;&128567;
3,0,0,3,2,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! URL"
3,0,2,1,1,@USER he's am has no clue heeb
3,0,3,0,1,"her pussy like me, her heart like fuck it."
3,0,3,0,1,U of A hoes w/ the booties hangin out
3,1,2,0,1,"@USER lmaoo one nigga had that 2nd pic as ""Loove that pussy from Popeyes!"" lmaoo that shit killed me"
3,0,3,0,1,@USER thats nate dumbass we all just mock him
3,0,3,0,1,RT @USER: I don't care about bitches. Hoes be into it with they damn self&128553;&128175;
3,0,3,0,1,my tweets aint shit but you bitches aint either &128514;
3,0,3,0,1,@USER bitch take dat shit down imediatly
3,0,3,0,1,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' URL URL"
3,0,3,0,1,RT @USER: Coming soon on a bitch nigga!! MONSTERtape 10.28 URL
3,1,0,2,2,@USER @USER @USER lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
3,0,3,0,1,RT @USER: I don't tell bitches I show bitches&128524;&128133;
6,0,6,0,1,Got another nigga's bitch in my bed right now
3,0,3,0,1,"I was working hard as a bitch today, i deserve a reward."
3,0,0,3,2,&8220;@USER: Kit Kat brownies. URL making.
4,0,4,0,1,This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake
3,0,0,3,2,"@USER BTW, Happy Birthday, [PERSON]! Get better soon!"
3,0,1,2,2,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
3,0,3,0,1,@USER @USER @USER I got tits as big as a hoe so it evens out
3,0,3,0,1,"@USER you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets."
3,2,1,0,0,omg RT @USER: Fat bitch. What's her @? URL
3,0,0,3,2,I could go for a brownie right now
3,0,2,1,1,@USER stfu bitch
3,0,3,0,1,"1, 2, 3, 4, 5 I&8217;m too drunk to walk, let&8217;s drive. I got bitches with me all night And the party don&8217;t start 'til the drugs arrive Loaded"
3,0,3,0,1,i still don't understand why bitches at my high shool would put on false eyelashes every fucking day
3,0,3,0,1,@USER I read that in his voice like a hoe&128514;
3,0,3,0,1,bitches and subtweets lml
3,0,3,0,1,RT @USER: This bitch.. URL
3,0,1,2,2,"""@USER: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"
3,0,3,0,1,"@USER Low blow, cuntface. How many times the Yanks beat us in the playoffs these last 8 or so years?"
3,0,3,0,1,Omg I will just go to [PERSON] Bear to twerk team I fucks with them
3,0,3,0,1,@USER let's go right now bitch and i knocked you last time let's fight right now
3,0,0,3,2,Finally got my medicine and crackers!
3,0,0,3,2,@USER @USER he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ..
3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in [LOCATION][LOCATION][LOCATION][LOCATION]? None of them have any right at all to be here.
3,0,3,0,1,[PERSON][PERSON] and I are gonna retire in [LOCATION] and get all the bad bitches in the nursing home.
3,0,3,0,1,@USER I got that hoe bootlegged haha if you wanna borrow it
3,0,2,1,1,"Just smoked a whole 8th of that Reserve, thanks to my niggah @USER"
3,0,3,0,1,"RT @USER: I love my BFFL, she don't even smoke but for my bday bitch gone b turntt fa me &128153;&128520;"
3,0,1,2,2,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.
3,0,3,0,1,@USER bitch u know what I mean spell champ these nuts
3,0,3,0,1,"RT @USER: It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &128530;"
3,0,3,0,1,"RT @USER: you had me at ""eating pussy""."
3,1,2,0,1,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
3,0,3,0,1,RT @USER TWITTER WHATS THIS MEAN ? RT @USER I come alive in the night time + Sleep all day hoe all night.
3,0,3,0,1,My down bitch &128074; my crime partner &128176;&128299; ima bitch when he get mad &128080; my lil doctor &128155;&128153;&128149;
3,0,0,3,2,teeth can make or break a person. you could be a 10 and have yellow teeth and immediately drop to a 2.
3,0,0,3,2,@USER &128514;&128514; [PERSON][PERSON] [PERSON][PERSON]zzy
3,2,1,0,0,Bitch you're the ugliest cunt ever.
3,3,0,0,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
3,0,3,0,1,"RT @USER: ""[PERSON] you got all the hoes"" ""Why are you texting me instead of your hoes"" URL"
6,0,6,0,1,"RT @USER: [PERSON] found out you can't call [PERSON][PERSON][PERSON][PERSON] a ""stupid fuckin cunt"" like you can w Becky URL"
3,0,0,3,2,"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system."
3,1,2,0,1,Fake ass hoes all around
3,0,3,0,1,What the FUCK? THO? REALLY? The Entire FUCKING World MEDIA is has gone Obama retarded not to know medical science PROTOCOLS? wuh?
3,0,3,0,1,"""@USER: Yo bitch is [PERSON][PERSON] [PERSON][PERSON] RT @USER : My bitch a stoner &128175;&128175; URL"
3,0,3,0,1,Never argue with a bitch that's at the bottom of the food chain. &128129;
6,0,6,0,1,RT @USER: ur typical twitter hoe URL
3,0,3,0,1,@USER them bitches smell like my farts i been holdin in since 5th grade
3,1,2,0,1,Buddy drug the whole train lmao good .. extra ass hoes
3,0,3,0,1,RT @USER: &128563; @USER: Keyair angels &amp; female party promoters are not for me.. Most party promoters are hoes &amp; them angel bitches are&8230;
3,0,3,0,1,&8220;@USER: @USER I'm on my Y.U shit using LinkedIn at work b&8221; lmfaoo bagging them linkiden hoes lol
3,0,0,3,2,Am so high that birds and planes are my peers
3,0,3,0,1,@USER @USER yu betta watch cho mouf bout dat one dea hoe
3,0,0,3,2,@USER I want my poms back lmfao
3,1,2,0,1,"RT @USER: Man, now these hoes know &128514;&128176;&128182;&128184; TheJigIsUp URL"
3,1,2,0,1,&8220;@USER: Lol good now I got them nasty rednecks off my back I can take care of business&8221; @USER @USER he serious
6,0,5,1,1,"RT @USER: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &8230;"
3,2,1,0,0,Ankles &128128;&128514;&8220;@USER: &8220;@USER: Hood bitches with long weave is the worst thing ever&8221; weave that be touching their ashy ankles &128567;&8221;
3,0,3,0,1,"RT @USER: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck"
4,0,4,0,1,&8220;@USER: That pussy so wet she gotta dry outside&8221;stop telling my business
3,0,3,0,1,"RT @USER: If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe."
3,1,2,0,1,My roommate is eating so obnoxiously I wanna fucking slit his throat
3,0,3,0,1,@USER spiked that bitch damned nailed her down
9,0,0,9,2,RT @USER: My mom paid $5 to hold this monkey &amp; look what he did &128553;&128514; URL
3,0,3,0,1,"Met this bitch online. Call her my ""e-bae"""
3,1,2,0,1,@USER wtf u think u ole pussy ass nigga
3,0,2,1,1,@USER nig nog
3,0,3,0,1,She in the mall she balling bitch buy something for me
3,0,0,3,2,One of @USER best looks too. RT @USER: [PERSON] [PERSON][PERSON] couple months ago hanging w/[PERSON]y URL
3,0,2,1,1,@USER i love seing new ones cause i save them and then youse them bitches lmfao
3,0,3,0,1,"RT @USER: ""These hoe ain't loyal"" - a nigga who cheated on his girl 7 times and just broke up with him."
3,0,0,3,2,RT @USER: 50' 2nd yellow card issued for Temple
3,0,0,3,2,Early bird gets the worm but the second mouse gets the cheese RiseNGrind &128175; URL
6,1,4,1,1,My main girl Tryna get a blessing why my side hoe Tryna get affection
3,0,3,0,1,"RT @USER: [PERSON] likes black girls monday - wednesday, spanish girls thursday &amp; friday, &amp; white bitches on the weekend tbb"
3,2,1,0,0,@USER We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
3,0,3,0,1,You mean these hoes RT @USER: [PERSON] never gonna be happy bruh
3,0,3,0,1,@USER because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.
3,0,3,0,1,Niggas cry when they get hit high and cry when they get hit low. NFL full of pussies now
3,1,2,0,1,@USER mann Mexicans in [LOCATION] LOVE their high school freshman hoes
3,1,2,0,1,@USER faggot
3,0,3,0,1,Snoop with the hoes &128514;&128514;&128514;
3,0,3,0,1,@USER that hoe over that
6,0,6,0,1,"RT @USER: I got bitches"" Definition: I'm with some female friends who don't know that I'm referring to them as bitches."
6,1,5,0,1,RT @USER: Cry some more RT @USER: That's a legal tackle faggot RT @USER: Seriously? URL
3,1,2,0,1,"Today I heard my boss say ""motherfucker, bitch"" like it was so funny bc she has an Asian accent"
3,1,2,0,1,Niggas will call a female a hoe or thot then 10 mins later go to URL and thirst over a porn star
3,0,3,0,1,RT @USER: Niggas Be Like &128663;__&128659; Fuck! There go the 5'o __&128663;__&128659;__ Be cool son __&128663;&128659;__ Man fuck __&128659;__&128663;__ bitch as&8230;
3,3,0,0,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at [LOCATION] park. You wanna talk shit I'll carve your face.
3,0,3,0,1,When was a hoe ever supposed to be loyal. I mean it wouldnt make em a hoe they'd be another housewife
6,0,6,0,1,Baby girl your pussy looking so vacant..
3,0,3,0,1,"So, brony-folk far and wide are throwing bitch fits over EquestriaGirls. I must be the only one who isn't. It looks interesting to me."
3,0,3,0,1,@USER lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga PissinInDaBedAssBoy
3,1,2,0,1,RT @USER: @USER people are forgetting that the logic behind the Purge is retarded haha
3,0,3,0,1,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like [PERSON] [PERSON][PERSON][PERSON] had."
3,1,0,2,2,Bigots demand recount in [LOCATION] gay rights ordinance referendum URL tcot teaparty teabaggers lgbt
6,0,6,0,1,RT @USER: [PERSON] turns water into wine; Instagram turns busted bitches into dimes.
3,0,3,0,1,RT @USER: Like damn. Sorry I'm not a girl that hoes around and has sex with 20 billion guys.
3,0,3,0,1,"RT @USER: Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&8230;"
3,0,3,0,1,RT @USER: Finally [PERSON][PERSON] got some back bone. I might like her this season. 1976 pussy! Scandal
3,0,3,0,1,Waddup bitch I gotta get tf outta this town tonite URL
3,0,3,0,1,RT @USER: I dont respect nun about a bitch cause idgaf bout des hoes
3,1,2,0,1,@USER no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less
6,0,6,0,1,"@USER you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!"
6,0,5,1,1,RT @USER: @USER he knows game. He's just gonna make it as small of a loss as possible.she was 1 of [PERSON] [PERSON] hoes off jump URL
3,3,0,0,0,@USER fuck outta here and go put some more trash ass ink on your faggot ass self pussy
6,0,6,0,1,&8220;@USER: these hoes be playing w/ me like I won't send baby [PERSON] at they niggah !!&8221;yess messy.
3,0,3,0,1,RT @USER: That moment the pussy too good &amp; u gotta slow that stroke down! URL
3,0,0,3,2,@USER trash
3,0,3,0,1,Water whippin bitch that bobby buschi
4,0,4,0,1,RT @USER: &8220;@USER I got some lightskin pussy one time and the bitch damn near had me bout to propose.&8221; had some I had to immediately&8230;
3,0,3,0,1,RT @USER: [PERSON] [PERSON][PERSON][PERSON]&8217;s bye-week stat line: Bud Light Platinums: 23 | Shots of Patron: 8 | Side bitches: 5 | Fucks given: 0
3,0,3,0,1,Jealous niggas usually send the hate threw the bitches
3,2,1,0,0,OMG @USER: @USER ugly faggot. Your a bad mother. You should kill yourself like [PERSON] [PERSON]
3,1,2,0,1,.@USER really does talk like a buck nigger
3,0,3,0,1,"""@USER: @USER girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"
3,0,3,0,1,got these bad bitches waiting on me
6,0,6,0,1,"Its a problem, bitch ya better follow me.. I give ya this dick you then won the lottery.."
3,0,0,3,2,RT @USER: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted URL
3,0,1,2,2,@USER dayum saterlyt shoz un bayg ho-ul
3,0,0,3,2,Yankees Damn. Well [PERSON] that move to the bullpen really helped.
3,0,3,0,1,These hoes everybody hoes lol go at any bitch bet u get her easy !
3,0,3,0,1,procrastination is a bitch
3,0,3,0,1,Or you gotta pay some bills cause pussy ain't free umm dick ain't free neither can you pick this tab up please thank you
3,2,0,1,0,Only white trash watch football.
3,0,1,2,2,"@USER @USER @USER Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it."
3,0,3,0,1,RT @USER: Hoes will be hoes.
3,0,3,0,1,@USER lmao u ain't a savage &128514;&128514; these hoes for everybody
3,3,0,0,0,@USER you don't know what your talking about retarded faggot
3,0,2,1,1,Hungry as ferkin nips
3,0,3,0,1,Don't be a pussy.
3,0,3,0,1,"' Ok my [LOCATION] bitch keep textin me , callin cryin stressin me , askin me about where I been but I been with another bitch allegedly &1043359; ."
4,0,4,0,1,"""@USER: Eventually every bitch turns into that hoe."" # Truu"
3,2,1,0,0,RT @USER: @USER @USER you the whitest person on my TL but you always so ghetto. Im sick of it
3,0,0,3,2,"RT @USER: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for [PERSON][PERSON]. maybe i related to his rea&8230;"
3,1,2,0,1,"@USER niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch"
3,0,1,2,2,"@USER @USER I see. So you feel betrayed, your racism comes out. Shocked you didn't call him [PERSON] [PERSON] you bitter loser"
3,2,1,0,0,@USER don&8217;t be a hurt little faggot
3,1,2,0,1,"@USER I am brown, while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger."
3,1,2,0,1,@USER just texted yea queer bait &128536;
9,5,0,4,0,"@USER @USER AM[LOCATION]ICA today, the rule of thumb is: when in doubt, blame ""whitey"""
3,0,3,0,1,RT @USER: Anxiety is a bitch
3,0,3,0,1,@USER no not tonight you're gonna hoe tomorrow
3,2,1,0,0,@USER @USER get on cunt
3,0,0,3,2,There's gonna be a lot of trash talk today worldcup
3,0,1,2,2,@USER @USER Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.
3,0,3,0,1,i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they Body DONTGETIT
6,0,6,0,1,RT @USER: make today yo bitch
3,0,3,0,1,@USER @USER Even that bitch has to admit something isn't right with our SoCalledLeader.
3,0,3,0,1,@USER lol la bitch happy bout Beatin our bench players
3,0,2,1,1,"Will&8217;s tweets scream &8220;Look at me, I&8217;m a pansy ass bitch&8221; like 5 of the 7 days in a week."
3,0,3,0,1,"RT @USER: Nobody cares, bitch"
3,0,3,0,1,RT @USER: Watching the Innocence of Muslims. That dude who played [PERSON][PERSON][PERSON] must be getting a ton of pussy now.
3,1,2,0,1,"&8220;@USER: .@USER Shut up, faggot.&8221;&128514;Set himself up"
3,3,0,0,0,Only retards retweet fuckry
3,2,0,1,0,Senator @USER is an anchor baby! Go back from where you came. natural born Canadian
6,0,5,1,1,RT @USER: How many hoes do I have ? &12288; Z &12288;&12288; E &12288;&12288;&12288; R &12288;&12288;&12288;&12288; O &12288;&12288;&12288;&12288;&12288;o &12288;&12288;&12288;&12288;&12288; o &12288;&12288;&12288;&12288;&12288;o &12288;&12288;&12288;&12288; &12290; &12288;&12288;&12288; &12290; &12288;&12288;&12288;. &12288;&12288;&12288;.
3,0,3,0,1,"RT @USER: ""go talk to your hoes"" URL"
3,0,3,0,1,TMZ hoes URL
3,0,3,0,1,@USER : stfu hoe &128514;&128514;&128514;
3,0,3,0,1,You ain't my bitch so lil bitch why you bitchin
3,0,1,2,2,@USER why? You wanna gimme a baby? You look coolie..it might could work lol
3,0,3,0,1,"why even get pregnant by someone that isn't an never will be fit to be a dad, smh stupid stupid hoes"
3,0,3,0,1,RT @USER: Denial is a bitch youresilly
3,0,2,1,1,@USER we gotta find this hoe
3,0,3,0,1,"""@USER: &8220;@USER: I love eating pussy lol I never get full lol&8221; I can eat that shit forever lol"" and ever."
3,0,3,0,1,RT @USER: I peep a lot of shit and I just laugh cause these hoes some actors !
3,0,3,0,1,even tho i killed a pussy nigga i hope he go to heaven -Young [PERSON]hug &128519;
3,0,3,0,1,Like stop being a bitch for 3.2 seconds.
3,0,3,0,1,Believe it or not hoes get boring after awhile
3,0,0,3,2,RT @USER: I can't wait to see the new planet of the apes.
3,0,0,3,2,"What an amazing, proud day it was today for @USER and blockheads! Time for bed! Good knight!"
3,0,2,1,1,Hey Okrah.. Just wake up already. You already know [PERSON]mmy and [PERSON][PERSON][PERSON] are in it for the commies. Stop with the racist whitey hate crap.
3,0,3,0,1,RT @USER: Going as [PERSON] for Halloween lmao ugly bitch
3,0,3,0,1,"RT @USER: A couple &128107; is ""A couple"" &128076; Not ""A couple &amp; one"" &128107;&128694; Not ""A couple &amp; some"" &128107;&128582;&128581;&128129; Not ""A couple &amp; plenty"" &128107; &128131;&128131;&128131;&128131;&128131; No hoes No &8230;"
3,0,3,0,1,"RT @USER: 1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit"
3,0,3,0,1,@USER bitch have you ever seen me fight why you even talking shit?
3,0,0,3,2,guess I will mess with it later! not sure what else to do! maybe trash it! lol!! not yet maybe after I when the lottery!
